LINE_SEG_NBR,MILEPOST_START,MILEPOST_END,TRACK_SDTK_NBR,TEST_DT,GEO_CAR_NME
3,117.00681,118.00000,2,13Feb2013,GEO505
3,116.00454,117.00000,2,13Feb2013,GEO505
3,115.01931,116.00000,2,13Feb2013,GEO505
3,114.00378,115.00000,2,13Feb2013,GEO505
3,113.00151,114.00000,2,13Feb2013,GEO505
3,112.00643,113.00000,2,13Feb2013,GEO505
3,111.00662,112.00000,2,13Feb2013,GEO505
3,110.09753,111.00000,2,13Feb2013,GEO505
3,110.09166,110.09356,2,13Feb2013,GEO505
3,95.00000,95.40340,2,13Feb2013,GEO505
3,94.00454,95.00000,2,13Feb2013,GEO505
3,93.00776,94.00000,2,13Feb2013,GEO505
3,92.00416,93.00000,2,13Feb2013,GEO505
3,91.43825,92.00000,2,13Feb2013,GEO505
3,91.54772,91.54962,2,13Feb2013,GEO505
2,431.71153,431.71153,0,13Feb2013,GEO107
2,429.00000,429.20187,0,13Feb2013,GEO107
2,428.05024,429.00000,0,13Feb2013,GEO107
2,427.00000,428.00000,0,13Feb2013,GEO107
2,426.01182,427.00000,0,13Feb2013,GEO107
2,425.00777,426.00000,0,13Feb2013,GEO107
2,424.00000,425.00000,0,13Feb2013,GEO107
2,423.00000,424.00000,0,13Feb2013,GEO107
2,422.07968,423.00000,0,13Feb2013,GEO107
2,421.00000,422.00000,0,13Feb2013,GEO107
2,420.00000,421.00000,0,13Feb2013,GEO107
2,419.00000,420.00000,0,13Feb2013,GEO107
2,418.00000,419.00000,0,13Feb2013,GEO107
2,417.00000,418.00000,0,13Feb2013,GEO107
2,416.00000,417.00000,0,13Feb2013,GEO107
2,415.00000,416.00000,0,13Feb2013,GEO107
2,414.00000,415.00000,0,13Feb2013,GEO107
2,413.00000,414.00000,0,13Feb2013,GEO107
2,412.00000,413.00000,0,13Feb2013,GEO107
2,411.00842,412.00000,0,13Feb2013,GEO107
2,410.00000,411.00000,0,13Feb2013,GEO107
2,409.00000,410.00000,0,13Feb2013,GEO107
2,408.06504,409.00000,0,13Feb2013,GEO107
2,407.03680,408.00000,0,13Feb2013,GEO107
2,406.00189,407.00000,0,13Feb2013,GEO107
2,405.00000,406.00000,0,13Feb2013,GEO107
2,404.00000,405.00000,0,13Feb2013,GEO107
2,403.00000,404.00000,0,13Feb2013,GEO107
2,402.00000,403.00000,0,13Feb2013,GEO107
2,401.00000,402.00000,0,13Feb2013,GEO107
2,400.00000,401.00000,0,13Feb2013,GEO107
2,399.01683,400.00000,0,13Feb2013,GEO107
2,398.00000,399.00000,0,13Feb2013,GEO107
2,397.00000,398.00000,0,13Feb2013,GEO107
2,396.00000,397.00000,0,13Feb2013,GEO107
2,395.00000,396.00000,0,13Feb2013,GEO107
2,394.00000,395.00000,0,13Feb2013,GEO107
2,393.00000,394.00000,0,13Feb2013,GEO107
2,392.00000,393.00000,0,13Feb2013,GEO107
2,391.00000,392.00000,0,13Feb2013,GEO107
2,390.00000,391.00000,0,13Feb2013,GEO107
2,389.02562,390.00000,0,13Feb2013,GEO107
2,388.00000,389.00000,0,13Feb2013,GEO107
2,387.00000,388.00000,0,13Feb2013,GEO107
2,386.00000,387.00000,0,13Feb2013,GEO107
2,385.00000,386.00000,0,13Feb2013,GEO107
2,384.00000,385.00000,0,13Feb2013,GEO107
2,383.00000,384.00000,0,13Feb2013,GEO107
2,382.00000,383.00000,0,13Feb2013,GEO107
2,381.00000,382.00000,0,13Feb2013,GEO107
2,380.00000,381.00000,0,13Feb2013,GEO107
2,379.00000,380.00000,0,13Feb2013,GEO107
2,378.00000,379.00000,0,13Feb2013,GEO107
2,377.00000,378.00000,0,13Feb2013,GEO107
2,376.00000,377.00000,0,13Feb2013,GEO107
2,375.00646,376.00000,0,13Feb2013,GEO107
2,374.00000,375.00000,0,13Feb2013,GEO107
2,373.00000,374.00000,0,13Feb2013,GEO107
2,372.00000,373.00000,0,13Feb2013,GEO107
2,371.00000,372.00000,0,13Feb2013,GEO107
2,370.00000,371.00000,0,13Feb2013,GEO107
2,369.00000,370.00000,0,13Feb2013,GEO107
2,368.00000,369.00000,0,13Feb2013,GEO107
2,367.08827,368.00000,0,13Feb2013,GEO107
2,366.00000,367.00000,0,13Feb2013,GEO107
2,365.00502,366.00000,0,13Feb2013,GEO107
2,364.00000,365.00000,0,13Feb2013,GEO107
2,363.00000,364.00000,0,13Feb2013,GEO107
2,362.00000,363.00000,0,13Feb2013,GEO107
2,361.00000,362.00000,0,13Feb2013,GEO107
2,360.00000,361.00000,0,13Feb2013,GEO107
2,359.00000,360.00000,0,13Feb2013,GEO107
2,358.00000,359.00000,0,13Feb2013,GEO107
2,357.00000,358.00000,0,13Feb2013,GEO107
2,356.00000,357.00000,0,13Feb2013,GEO107
2,355.00000,356.00000,0,13Feb2013,GEO107
2,354.00000,355.00000,0,13Feb2013,GEO107
2,353.00000,354.00000,0,13Feb2013,GEO107
2,352.00000,353.00000,0,13Feb2013,GEO107
2,351.00000,352.00000,0,13Feb2013,GEO107
2,350.00000,351.00000,0,13Feb2013,GEO107
2,349.00000,350.00000,0,13Feb2013,GEO107
2,348.00000,349.00000,0,13Feb2013,GEO107
2,347.00000,348.00000,0,13Feb2013,GEO107
2,346.00000,347.00000,0,13Feb2013,GEO107
2,345.00000,346.00000,0,13Feb2013,GEO107
2,344.00000,345.00000,0,13Feb2013,GEO107
2,343.00000,344.00000,0,13Feb2013,GEO107
2,342.05952,343.00000,0,13Feb2013,GEO107
2,341.00000,342.00000,0,13Feb2013,GEO107
2,340.00000,341.00000,0,13Feb2013,GEO107
2,339.00000,340.00000,0,13Feb2013,GEO107
2,338.00000,339.00000,0,13Feb2013,GEO107
2,337.00000,338.00000,0,13Feb2013,GEO107
2,336.00000,337.00000,0,13Feb2013,GEO107
2,335.00000,336.00000,0,13Feb2013,GEO107
2,334.00000,335.00000,0,13Feb2013,GEO107
2,333.00000,334.00000,0,13Feb2013,GEO107
2,332.00000,333.00000,0,13Feb2013,GEO107
2,331.00094,332.00000,0,13Feb2013,GEO107
2,330.00000,331.00000,0,13Feb2013,GEO107
2,329.00000,330.00000,0,13Feb2013,GEO107
2,328.00055,329.00000,0,13Feb2013,GEO107
2,327.00000,328.00000,0,13Feb2013,GEO107
2,326.00000,327.00000,0,13Feb2013,GEO107
2,325.00000,326.00000,0,13Feb2013,GEO107
2,324.00000,325.00000,0,13Feb2013,GEO107
2,323.00000,324.00000,0,13Feb2013,GEO107
2,322.00000,323.00000,0,13Feb2013,GEO107
2,321.00000,322.00000,0,13Feb2013,GEO107
2,320.00098,321.00000,0,13Feb2013,GEO107
2,319.00000,320.00000,0,13Feb2013,GEO107
2,318.40743,319.00000,0,13Feb2013,GEO107
2,316.00397,316.29412,0,13Feb2013,GEO107
2,315.00000,316.00000,0,13Feb2013,GEO107
2,314.04250,315.00000,0,13Feb2013,GEO107
2,313.00000,314.00000,0,13Feb2013,GEO107
2,312.00000,313.00000,0,13Feb2013,GEO107
2,311.00000,312.00000,0,13Feb2013,GEO107
1,2.00000,2.00000,0,27Oct2011,GEO107
1,2.00000,2.00170,0,27Oct2011,GEO107
1,1.00000,2.00000,0,27Oct2011,GEO107
1,0.34053,1.00000,0,27Oct2011,GEO107
4,140.00000,140.46477,0,27Oct2011,GEO105
4,139.00000,140.00000,0,27Oct2011,GEO105
4,138.00000,139.00000,0,27Oct2011,GEO105
4,137.00000,138.00000,0,27Oct2011,GEO105
4,136.00000,137.00000,0,27Oct2011,GEO105
4,135.00000,136.00000,0,27Oct2011,GEO105
4,134.94593,135.00000,0,27Oct2011,GEO105
4,134.10056,135.00000,0,27Oct2011,GEO105
4,133.00000,134.00000,0,27Oct2011,GEO105
4,132.00662,133.00000,0,27Oct2011,GEO105
4,131.00000,132.00000,0,27Oct2011,GEO105
4,130.01973,131.00000,0,27Oct2011,GEO105
4,129.09286,130.00000,0,27Oct2011,GEO105
4,128.00876,129.00000,0,27Oct2011,GEO105
4,127.80378,128.00000,0,27Oct2011,GEO105
4,127.58787,127.79981,0,27Oct2011,GEO105
4,127.00000,127.79659,0,27Oct2011,GEO105
4,126.00000,127.00000,0,27Oct2011,GEO105
4,125.00435,126.00000,0,27Oct2011,GEO105
4,124.00000,125.00000,0,27Oct2011,GEO105
4,123.00454,124.00000,0,27Oct2011,GEO105
4,122.00359,123.00000,0,27Oct2011,GEO105
4,121.00246,122.00000,0,27Oct2011,GEO105
4,120.00000,121.00000,0,27Oct2011,GEO105
4,119.00189,120.00000,0,27Oct2011,GEO105
4,118.00000,119.00000,0,27Oct2011,GEO105
4,117.00681,118.00000,0,27Oct2011,GEO105
4,116.00378,117.00000,0,27Oct2011,GEO105
4,115.00000,116.00000,0,27Oct2011,GEO105
4,114.03945,115.00000,0,27Oct2011,GEO105
4,113.00037,114.00000,0,27Oct2011,GEO105
4,112.00000,113.00000,0,27Oct2011,GEO105
4,111.00700,112.00000,0,27Oct2011,GEO105
4,110.00000,111.00000,0,27Oct2011,GEO105
4,109.06458,110.00000,0,27Oct2011,GEO105
4,108.00000,109.00000,0,27Oct2011,GEO105
4,107.00000,108.00000,0,27Oct2011,GEO105
4,106.02102,107.00000,0,27Oct2011,GEO105
4,105.00000,106.00000,0,27Oct2011,GEO105
4,104.04810,105.00000,0,27Oct2011,GEO105
4,103.00000,104.00000,0,27Oct2011,GEO105
4,102.00000,103.00000,0,27Oct2011,GEO105
4,101.77537,102.00000,0,27Oct2011,GEO105
4,101.03655,101.72291,0,27Oct2011,GEO105
4,100.00056,101.00000,0,27Oct2011,GEO105
4,99.00000,100.00000,0,27Oct2011,GEO105
4,98.00000,99.00000,0,27Oct2011,GEO105
4,97.00000,98.00000,0,27Oct2011,GEO105
4,96.00000,97.00000,0,27Oct2011,GEO105
4,95.00000,96.00000,0,27Oct2011,GEO105
4,94.00000,95.00000,0,27Oct2011,GEO105
4,93.00909,94.00000,0,27Oct2011,GEO105
4,92.00000,93.00000,0,27Oct2011,GEO105
4,91.00000,92.00000,0,27Oct2011,GEO105
4,90.00000,91.00000,0,27Oct2011,GEO105
4,89.00000,90.00000,0,27Oct2011,GEO105
4,88.00000,89.00000,0,27Oct2011,GEO105
4,87.01231,88.00000,0,27Oct2011,GEO105
4,86.00000,87.00000,0,27Oct2011,GEO105
4,85.00000,86.00000,0,27Oct2011,GEO105
4,84.00776,85.00000,0,27Oct2011,GEO105
4,83.00000,84.00000,0,27Oct2011,GEO105
4,82.00000,83.00000,0,27Oct2011,GEO105
4,81.00000,82.00000,0,27Oct2011,GEO105
4,80.00602,81.00000,0,27Oct2011,GEO105
4,79.00000,80.00000,0,27Oct2011,GEO105
4,78.00000,79.00000,0,27Oct2011,GEO105
4,77.00000,78.00000,0,27Oct2011,GEO105
4,76.00000,77.00000,0,27Oct2011,GEO105
4,75.00000,76.00000,0,27Oct2011,GEO105
4,74.00094,75.00000,0,27Oct2011,GEO105
4,73.00000,74.00000,0,27Oct2011,GEO105
4,72.00000,73.00000,0,27Oct2011,GEO105
4,71.00000,72.00000,0,27Oct2011,GEO105
4,70.00000,71.00000,0,27Oct2011,GEO105
4,69.00000,70.00000,0,27Oct2011,GEO105
4,68.00000,69.00000,0,27Oct2011,GEO105
4,67.00000,68.00000,0,27Oct2011,GEO105
4,66.00132,67.00000,0,27Oct2011,GEO105
4,65.00000,66.00000,0,27Oct2011,GEO105
4,64.00000,65.00000,0,27Oct2011,GEO105
4,63.00965,64.00000,0,27Oct2011,GEO105
4,62.00000,63.00000,0,27Oct2011,GEO105
4,61.00000,62.00000,0,27Oct2011,GEO105
4,60.02291,61.00000,0,27Oct2011,GEO105
4,59.00000,60.00000,0,27Oct2011,GEO105
4,58.00000,59.00000,0,27Oct2011,GEO105
4,57.00037,58.00000,0,27Oct2011,GEO105
4,56.00000,57.00000,0,27Oct2011,GEO105
4,55.00000,56.00000,0,27Oct2011,GEO105
4,54.00000,55.00000,0,27Oct2011,GEO105
4,53.00000,54.00000,0,27Oct2011,GEO105
4,52.00000,53.00000,0,27Oct2011,GEO105
4,51.00681,52.00000,0,27Oct2011,GEO105
4,50.01193,51.00000,0,27Oct2011,GEO105
4,49.00000,50.00000,0,27Oct2011,GEO105
4,48.00000,49.00000,0,27Oct2011,GEO105
4,47.00227,48.00000,0,27Oct2011,GEO105
4,46.00000,47.00000,0,27Oct2011,GEO105
4,45.00000,46.00000,0,27Oct2011,GEO105
4,44.00075,45.00000,0,27Oct2011,GEO105
4,43.00000,44.00000,0,27Oct2011,GEO105
4,42.01818,43.00000,0,27Oct2011,GEO105
4,41.00000,42.00000,0,27Oct2011,GEO105
4,40.00000,41.00000,0,27Oct2011,GEO105
4,39.01250,40.00000,0,27Oct2011,GEO105
4,38.00000,39.00000,0,27Oct2011,GEO105
4,37.02897,38.00000,0,27Oct2011,GEO105
4,36.00000,37.00000,0,27Oct2011,GEO105
4,35.00170,36.00000,0,27Oct2011,GEO105
4,34.00000,35.00000,0,27Oct2011,GEO105
4,33.00000,34.00000,0,27Oct2011,GEO105
4,32.02045,33.00000,0,27Oct2011,GEO105
4,31.00000,32.00000,0,27Oct2011,GEO105
4,30.03314,31.00000,0,27Oct2011,GEO105
4,29.00000,30.00000,0,27Oct2011,GEO105
4,28.02632,29.00000,0,27Oct2011,GEO105
4,27.14924,28.00000,0,27Oct2011,GEO105
4,27.00000,27.08446,1,27Oct2011,GEO105
4,26.00056,27.00000,1,27Oct2011,GEO105
4,25.00000,26.00000,1,27Oct2011,GEO105
4,24.69337,25.00000,1,27Oct2011,GEO105
4,27.11893,27.34071,2,27Oct2011,GEO105
4,26.00000,27.00000,2,27Oct2011,GEO105
4,25.00000,26.00000,2,27Oct2011,GEO105
4,24.27481,25.00000,2,27Oct2011,GEO105
4,24.00000,24.27462,0,27Oct2011,GEO105
4,23.00000,24.00000,0,27Oct2011,GEO105
4,22.00000,23.00000,0,27Oct2011,GEO105
4,21.00397,22.00000,0,27Oct2011,GEO105
4,20.00000,21.00000,0,27Oct2011,GEO105
4,19.00000,20.00000,0,27Oct2011,GEO105
4,18.00000,19.00000,0,27Oct2011,GEO105
4,17.00000,18.00000,0,27Oct2011,GEO105
4,16.00000,17.00000,0,27Oct2011,GEO105
4,15.01818,16.00000,0,27Oct2011,GEO105
4,14.00000,15.00000,0,27Oct2011,GEO105
4,13.00000,14.00000,0,27Oct2011,GEO105
4,12.03693,13.00000,0,27Oct2011,GEO105
4,11.00000,12.00000,0,27Oct2011,GEO105
4,10.52083,11.00000,0,27Oct2011,GEO105
4,10.00625,10.52064,0,27Oct2011,GEO105
4,9.00000,10.00000,0,27Oct2011,GEO105
4,8.00000,9.00000,0,27Oct2011,GEO105
4,7.02727,8.00000,0,27Oct2011,GEO105
4,6.00000,7.00000,0,27Oct2011,GEO105
4,5.05681,6.00000,0,27Oct2011,GEO105
4,4.00000,5.00000,0,27Oct2011,GEO105
4,3.51875,4.00000,0,27Oct2011,GEO105
4,29.12310,29.22178,0,31Oct2011,GEO105
4,29.12310,29.26723,0,31Oct2011,GEO105
4,140.62500,140.65625,0,31Oct2011,GEO105
4,140.56837,140.99696,0,31Oct2011,GEO105
4,141.00000,142.00000,0,31Oct2011,GEO105
4,142.00000,143.00000,0,31Oct2011,GEO105
4,143.00000,143.96837,0,31Oct2011,GEO105
4,144.00000,145.00000,0,31Oct2011,GEO105
4,145.00000,146.00000,0,31Oct2011,GEO105
4,146.00000,147.00000,0,31Oct2011,GEO105
4,147.00000,148.00000,0,31Oct2011,GEO105
4,148.00000,148.99053,0,31Oct2011,GEO105
4,149.00000,149.88417,0,31Oct2011,GEO105
4,150.00000,150.90814,0,31Oct2011,GEO105
4,151.00000,152.00000,0,31Oct2011,GEO105
4,152.00000,153.00000,0,31Oct2011,GEO105
4,153.00000,153.98844,0,31Oct2011,GEO105
4,154.00000,155.00000,0,31Oct2011,GEO105
4,155.00000,155.99545,0,31Oct2011,GEO105
4,156.00000,156.99185,0,31Oct2011,GEO105
4,157.00000,158.00000,0,31Oct2011,GEO105
4,158.00000,159.00000,0,31Oct2011,GEO105
4,159.00000,160.00000,0,31Oct2011,GEO105
4,160.00000,161.00000,0,31Oct2011,GEO105
4,161.00000,162.00000,0,31Oct2011,GEO105
4,162.00000,163.00000,0,31Oct2011,GEO105
4,163.00000,164.00000,0,31Oct2011,GEO105
4,164.00000,164.95163,0,31Oct2011,GEO105
4,165.00000,166.00000,0,31Oct2011,GEO105
4,166.00000,166.99526,0,31Oct2011,GEO105
4,167.00000,168.00000,0,31Oct2011,GEO105
4,168.00000,168.99791,0,31Oct2011,GEO105
4,169.00000,170.00000,0,31Oct2011,GEO105
4,170.00000,170.98371,0,31Oct2011,GEO105
4,171.00000,171.99223,0,31Oct2011,GEO105
4,172.00000,172.98636,0,31Oct2011,GEO105
4,173.00000,174.00000,0,31Oct2011,GEO105
4,174.00000,175.00000,0,31Oct2011,GEO105
4,175.00000,176.00000,0,31Oct2011,GEO105
4,176.00000,176.84763,0,31Oct2011,GEO105
4,177.00000,178.00000,0,31Oct2011,GEO105
4,178.00000,179.00000,0,31Oct2011,GEO105
4,179.00000,179.93087,0,31Oct2011,GEO105
4,180.00000,181.00000,0,31Oct2011,GEO105
4,181.00000,182.00000,0,31Oct2011,GEO105
4,182.00000,182.99753,0,31Oct2011,GEO105
4,183.00000,184.00000,0,31Oct2011,GEO105
4,184.00000,184.99412,0,31Oct2011,GEO105
4,185.00000,185.74644,0,31Oct2011,GEO105
4,186.00000,186.97509,0,31Oct2011,GEO105
4,187.00000,188.00000,0,31Oct2011,GEO105
4,188.00000,188.99034,0,31Oct2011,GEO105
4,189.00000,190.00000,0,31Oct2011,GEO105
4,190.00000,191.00000,0,31Oct2011,GEO105
4,191.00000,191.98996,0,31Oct2011,GEO105
4,192.00000,193.00000,0,31Oct2011,GEO105
4,193.00000,194.00000,0,31Oct2011,GEO105
4,194.00000,194.99564,0,31Oct2011,GEO105
4,195.00000,196.00000,0,31Oct2011,GEO105
4,196.00000,196.99431,0,31Oct2011,GEO105
4,197.00000,197.99526,0,31Oct2011,GEO105
4,198.00000,199.00000,0,31Oct2011,GEO105
4,199.00000,200.00000,0,31Oct2011,GEO105
4,200.00000,201.00000,0,31Oct2011,GEO105
4,201.00000,202.00000,0,31Oct2011,GEO105
4,202.00000,202.98371,0,31Oct2011,GEO105
4,203.00000,204.00000,0,31Oct2011,GEO105
4,204.00000,205.00000,0,31Oct2011,GEO105
4,205.00000,206.00000,0,31Oct2011,GEO105
4,206.00000,206.98863,0,31Oct2011,GEO105
4,207.00000,207.92935,0,31Oct2011,GEO105
4,208.00000,208.14696,0,31Oct2011,GEO105
4,208.14715,209.00000,2,31Oct2011,GEO105
4,209.00000,210.00000,2,31Oct2011,GEO105
4,210.00000,210.99848,2,31Oct2011,GEO105
4,211.00000,211.99848,2,31Oct2011,GEO105
4,212.00000,212.99848,2,31Oct2011,GEO105
4,213.00000,213.99848,2,31Oct2011,GEO105
4,214.00000,215.00000,2,31Oct2011,GEO105
4,215.00000,215.21535,2,31Oct2011,GEO105
4,215.00000,215.02767,2,31Oct2011,GEO105
4,215.02788,216.00000,6,31Oct2011,GEO105
4,216.00000,217.00000,6,31Oct2011,GEO105
4,217.00000,217.00000,5,31Oct2011,GEO105
4,217.00000,217.00000,2,31Oct2011,GEO105
4,217.00000,218.00000,2,31Oct2011,GEO105
4,218.00000,218.01685,2,31Oct2011,GEO105
4,218.01703,218.21388,0,31Oct2011,GEO105
4,218.19574,218.98851,0,31Oct2011,GEO105
4,219.00000,220.00000,0,31Oct2011,GEO105
4,220.00000,220.85000,0,31Oct2011,GEO105
4,221.00000,221.29128,0,01Nov2011,GEO105
4,221.20018,221.88484,0,01Nov2011,GEO105
4,222.00000,223.00000,0,01Nov2011,GEO105
4,223.00000,223.99071,0,01Nov2011,GEO105
4,224.00000,224.98219,0,01Nov2011,GEO105
4,225.00000,225.15208,0,01Nov2011,GEO105
4,227.18806,227.99034,0,01Nov2011,GEO105
4,228.00000,228.96611,0,01Nov2011,GEO105
4,229.00000,230.00000,0,01Nov2011,GEO105
4,230.00000,231.00000,0,01Nov2011,GEO105
4,231.00000,231.98162,0,01Nov2011,GEO105
4,232.00000,232.99678,0,01Nov2011,GEO105
4,233.00000,234.00000,0,01Nov2011,GEO105
4,234.00000,235.00000,0,01Nov2011,GEO105
4,235.00000,235.98920,0,01Nov2011,GEO105
4,236.00000,236.99169,0,01Nov2011,GEO105
4,237.00000,238.00000,0,01Nov2011,GEO105
4,238.00000,238.97669,0,01Nov2011,GEO105
4,239.00000,240.00000,0,01Nov2011,GEO105
4,240.00000,240.99431,0,01Nov2011,GEO105
4,241.00000,242.00000,0,01Nov2011,GEO105
4,242.00000,243.00000,0,01Nov2011,GEO105
4,243.00000,244.00000,0,01Nov2011,GEO105
4,244.00000,245.00000,0,01Nov2011,GEO105
4,245.00000,246.00000,0,01Nov2011,GEO105
4,246.00000,246.99791,0,01Nov2011,GEO105
4,247.00000,248.00000,0,01Nov2011,GEO105
4,248.00000,248.99469,0,01Nov2011,GEO105
4,249.00000,250.00000,0,01Nov2011,GEO105
4,250.00000,251.00000,0,01Nov2011,GEO105
4,251.00000,252.00000,0,01Nov2011,GEO105
4,252.00000,252.99602,0,01Nov2011,GEO105
4,253.00000,253.95519,0,01Nov2011,GEO105
4,254.00000,255.00000,0,01Nov2011,GEO105
4,255.00000,255.95568,0,01Nov2011,GEO105
4,256.00000,257.00000,0,01Nov2011,GEO105
4,257.00000,257.98825,0,01Nov2011,GEO105
4,258.00000,259.00000,0,01Nov2011,GEO105
4,259.00000,260.00000,0,01Nov2011,GEO105
4,260.00000,260.90606,0,01Nov2011,GEO105
4,261.00000,261.66104,0,01Nov2011,GEO105
4,262.00000,263.00000,0,01Nov2011,GEO105
4,263.00000,264.00000,0,01Nov2011,GEO105
4,264.00000,264.99166,0,01Nov2011,GEO105
4,265.00000,266.00000,0,01Nov2011,GEO105
4,266.00000,267.00000,0,01Nov2011,GEO105
4,267.00000,268.00000,0,01Nov2011,GEO105
4,268.00000,268.65568,0,01Nov2011,GEO105
4,270.78295,271.00000,0,01Nov2011,GEO105
4,271.00000,271.95511,0,01Nov2011,GEO105
4,272.00000,273.00000,0,01Nov2011,GEO105
4,273.00000,274.00000,0,01Nov2011,GEO105
4,274.00000,275.00000,0,01Nov2011,GEO105
4,275.00000,275.99412,0,01Nov2011,GEO105
4,276.00000,277.00000,0,01Nov2011,GEO105
4,277.00000,278.00000,0,01Nov2011,GEO105
4,278.00000,279.00000,0,01Nov2011,GEO105
4,279.00000,280.00000,0,01Nov2011,GEO105
4,280.00000,281.00000,0,01Nov2011,GEO105
4,281.00000,282.00000,0,01Nov2011,GEO105
4,282.00000,282.94640,0,01Nov2011,GEO105
4,283.00000,284.00000,0,01Nov2011,GEO105
4,284.00000,285.00000,0,01Nov2011,GEO105
4,285.00000,286.00000,0,01Nov2011,GEO105
4,286.00000,286.99204,0,01Nov2011,GEO105
4,287.00000,288.00000,0,01Nov2011,GEO105
4,288.00000,288.99829,0,01Nov2011,GEO105
4,289.00000,289.98484,0,01Nov2011,GEO105
4,290.00000,291.00000,0,01Nov2011,GEO105
4,291.00000,292.00000,0,01Nov2011,GEO105
4,292.00000,292.78011,0,01Nov2011,GEO105
4,294.87689,295.00000,0,01Nov2011,GEO105
4,295.00000,296.00000,0,01Nov2011,GEO105
4,296.00000,297.00000,0,01Nov2011,GEO105
4,297.00000,297.99431,0,01Nov2011,GEO105
4,298.00000,299.00000,0,01Nov2011,GEO105
4,299.00000,299.99564,0,01Nov2011,GEO105
4,300.00000,301.00000,0,01Nov2011,GEO105
4,301.00000,301.99810,0,01Nov2011,GEO105
4,302.00000,303.00000,0,01Nov2011,GEO105
4,303.00000,304.00000,0,01Nov2011,GEO105
4,304.00000,304.97632,0,01Nov2011,GEO105
4,305.00000,305.56345,0,01Nov2011,GEO105
4,306.00000,306.98202,0,01Nov2011,GEO105
4,307.00000,308.00000,0,01Nov2011,GEO105
4,308.00000,309.00000,0,01Nov2011,GEO105
4,309.00000,310.00000,0,01Nov2011,GEO105
4,310.00000,311.00000,0,01Nov2011,GEO105
4,311.00000,312.00000,0,01Nov2011,GEO105
4,312.00000,313.00000,0,01Nov2011,GEO105
4,313.00000,314.00000,0,01Nov2011,GEO105
4,314.00000,315.00000,0,01Nov2011,GEO105
4,315.00000,316.00000,0,01Nov2011,GEO105
4,316.00000,317.00000,0,01Nov2011,GEO105
4,317.00000,318.00000,0,01Nov2011,GEO105
4,318.00000,318.94999,0,01Nov2011,GEO105
4,319.00000,319.99337,0,01Nov2011,GEO105
4,320.00000,321.00000,0,01Nov2011,GEO105
4,321.00000,321.99886,0,01Nov2011,GEO105
4,322.00000,322.99053,0,01Nov2011,GEO105
4,323.00000,324.00000,0,01Nov2011,GEO105
4,324.00000,324.99848,0,01Nov2011,GEO105
4,325.00000,326.00000,0,01Nov2011,GEO105
