LINE_SEG_NBR,MILEPOST,TRACK_SDTK_NBR,TEST_DT,DEF_NBR,GEO_CAR_NME,DEF_PRTY,DEF_LGTH,DEF_AMPLTD,TSC_CD,CLASS,TEST_FSPD,TEST_PSPD,DFCT_TYPE
2,180.43971,0,14Feb2013,3909,GEO107,YEL,2,-1.06,T,5,70,79,SURFACE
2,174.34909,0,14Feb2013,3914,GEO107,YEL,32,0.98,T,5,70,79,XLEVEL
2,173.07489,0,14Feb2013,3918,GEO107,YEL,5,-1.07,T,5,70,79,SURFACE
2,173.07454,0,14Feb2013,3919,GEO107,RED,7,-1.26,T,5,70,79,SURFACE
2,173.07242,0,14Feb2013,3920,GEO107,YEL,4,-1.06,T,5,70,79,SURFACE
2,172.04808,0,14Feb2013,3925,GEO107,YEL,2,-1.05,T,5,70,79,SURFACE
2,172.04716,0,14Feb2013,3926,GEO107,YEL,5,1.28,T,5,70,79,DIP
2,173.64465,0,14Feb2013,3941,GEO107,YEL,1,-1.02,T,5,70,79,SURFACE
2,173.6443,0,14Feb2013,3942,GEO107,YEL,2,-1.07,T,5,70,79,SURFACE
2,172.05219,0,14Feb2013,3951,GEO107,RED,12,2.46,T,5,70,79,DIP
2,172.04929,0,14Feb2013,3954,GEO107,RED,15,-2.74,T,5,70,79,SURFACE
2,172.04929,0,14Feb2013,3955,GEO107,RED,14,-2.39,T,5,70,79,SURFACE
2,172.04103,0,14Feb2013,3957,GEO107,RED,14,2.1,T,5,70,79,DIP
2,172.03806,0,14Feb2013,3958,GEO107,RED,5,-1.41,T,5,70,79,SURFACE
2,172.03787,0,14Feb2013,3959,GEO107,RED,12,-1.87,T,5,70,79,SURFACE
2,172.03416,0,14Feb2013,3960,GEO107,YEL,1,-1.01,T,5,70,79,SURFACE
2,172.03471,0,14Feb2013,3962,GEO107,RED,11,1.23,T,5,70,79,XLEVEL
2,161.55415,0,14Feb2013,3963,GEO107,YEL,19,-0.98,T,5,70,79,XLEVEL
2,161.49593,0,14Feb2013,3964,GEO107,YEL,6,-0.96,T,5,70,79,XLEVEL
2,160.66481,0,14Feb2013,3974,GEO107,YEL,5,-1.12,T,5,70,79,SURFACE
2,143.40877,0,14Feb2013,4034,GEO107,YEL,19,-0.99,T,5,70,79,XLEVEL
2,137.47803,0,14Feb2013,4038,GEO107,YEL,5,-1.02,T,5,70,79,SURFACE
2,137.47784,0,14Feb2013,4039,GEO107,YEL,3,-1.01,T,5,70,79,SURFACE
2,137.47707,0,14Feb2013,4040,GEO107,YEL,9,1.33,T,5,70,79,DIP
2,135.98711,0,14Feb2013,4041,GEO107,YEL,13,-0.96,T,5,70,79,XLEVEL
2,135.96542,0,14Feb2013,4042,GEO107,YEL,1,-1,T,5,70,79,SURFACE
2,135.96504,0,14Feb2013,4043,GEO107,YEL,1,-1.12,T,5,70,79,SURFACE
2,135.54037,0,14Feb2013,4044,GEO107,YEL,2,0.9,T,5,70,79,XLEVEL
2,132.27484,0,14Feb2013,4047,GEO107,RED,9,1.53,T,5,70,79,DIP
2,132.27432,0,14Feb2013,4048,GEO107,RED,15,-1.05,T,5,70,79,XLEVEL
2,132.2724,0,14Feb2013,4049,GEO107,RED,14,-1.47,T,5,70,79,SURFACE
2,132.27187,0,14Feb2013,4050,GEO107,RED,10,-1.42,T,5,70,79,SURFACE
2,124.60681,1,14Feb2013,4077,GEO107,YEL,17,1.21,T,4,55,60,XLEVEL
2,124.5735,1,14Feb2013,4078,GEO107,YEL,2,1.12,T,4,55,60,XLEVEL
2,124.12103,1,14Feb2013,4079,GEO107,YEL,28,1.24,T,4,55,60,XLEVEL
2,124.11237,1,14Feb2013,4080,GEO107,RED,50,1.47,T,4,55,60,XLEVEL
2,124.05872,1,14Feb2013,4081,GEO107,RED,31,1.34,T,4,55,60,XLEVEL
2,122,1,14Feb2013,4087,GEO107,YEL,2,1.15,T,4,55,60,XLEVEL
2,121.83575,1,14Feb2013,4090,GEO107,YEL,13,1.17,T,4,55,60,XLEVEL
2,121.8284,1,14Feb2013,4091,GEO107,YEL,8,1.61,T,4,55,60,DIP
2,121.80445,1,14Feb2013,4092,GEO107,RED,5,1.82,T,4,55,60,DIP
2,121.17475,1,14Feb2013,4102,GEO107,YEL,9,1.22,T,4,55,60,XLEVEL
2,120.57292,1,14Feb2013,4107,GEO107,RED,10,-1.62,T,4,50,55,XLEVEL
2,120.56866,1,14Feb2013,4108,GEO107,YEL,5,1.69,T,4,50,55,DIP
2,119.12128,1,14Feb2013,4122,GEO107,YEL,50,1.23,T,4,60,60,XLEVEL
2,117.60964,1,14Feb2013,4123,GEO107,RED,34,1.75,T,4,60,60,XLEVEL
2,117.47977,1,14Feb2013,4124,GEO107,YEL,2,1.12,T,4,60,60,XLEVEL
2,117.19981,1,14Feb2013,4127,GEO107,YEL,8,1.57,T,4,60,60,DIP
2,115.58052,1,14Feb2013,4138,GEO107,YEL,3,1.13,T,4,60,60,XLEVEL
2,113.86881,1,14Feb2013,4148,GEO107,YEL,7,1.15,T,4,60,60,XLEVEL
2,113.7013,1,14Feb2013,4149,GEO107,YEL,12,1.61,T,4,60,60,DIP
2,113.70184,1,14Feb2013,4150,GEO107,YEL,22,1.23,T,4,60,60,XLEVEL
2,111.06649,1,14Feb2013,4162,GEO107,YEL,6,-1.09,T,5,70,79,SURFACE
2,111.06649,1,14Feb2013,4163,GEO107,RED,10,-1.3,T,5,70,79,SURFACE
2,111.06403,1,14Feb2013,4164,GEO107,YEL,8,1.49,T,5,70,79,DIP
2,110.47437,1,14Feb2013,4165,GEO107,RED,23,1.04,T,5,70,79,XLEVEL
2,110.47366,1,14Feb2013,4166,GEO107,YEL,30,0.99,T,5,70,79,XLEVEL
2,110.46323,1,14Feb2013,4167,GEO107,RED,13,1.04,T,5,70,79,XLEVEL
2,110.45657,1,14Feb2013,4168,GEO107,RED,40,1.11,T,5,70,79,XLEVEL
2,110.45567,1,14Feb2013,4169,GEO107,YEL,11,0.99,T,5,70,79,XLEVEL
2,110.45082,1,14Feb2013,4170,GEO107,YEL,8,0.91,T,5,70,79,XLEVEL
2,110.04082,1,14Feb2013,4172,GEO107,YEL,3,-1.08,T,5,70,79,SURFACE
4,130.08665,0,21Feb2013,59857,GEO105,YEL,14,1.73,T,4,55,0,DIP
4,121.78163,0,21Feb2013,59865,GEO105,RED,34,1.26,T,4,55,0,XLEVEL
4,115.78087,0,21Feb2013,59866,GEO105,YEL,5,1.54,T,4,55,0,DIP
4,107.6053,0,21Feb2013,59869,GEO105,RED,10,1.86,T,4,55,0,DIP
4,104.55795,0,21Feb2013,59873,GEO105,YEL,3,-1.13,T,4,55,0,XLEVEL
4,94.5731,0,21Feb2013,59878,GEO105,YEL,4,1.82,T,3,30,0,DIP
4,94.57027,0,21Feb2013,59879,GEO105,YEL,4,-1.89,T,4,55,0,SURFACE
4,94.56989,0,21Feb2013,59880,GEO105,RED,7,-2.29,T,4,55,0,SURFACE
4,94.36913,0,21Feb2013,59881,GEO105,YEL,13,-1.21,T,4,55,0,XLEVEL
4,93.3214,0,21Feb2013,59882,GEO105,RED,8,1.96,T,4,55,0,DIP
4,91.57935,0,21Feb2013,59884,GEO105,YEL,2,1.12,T,4,55,0,XLEVEL
4,82.01214,0,21Feb2013,59889,GEO105,YEL,4,1.57,T,4,55,0,DIP
4,71.69508,0,21Feb2013,59893,GEO105,YEL,4,1.58,T,4,55,0,DIP
4,70.78125,0,21Feb2013,59894,GEO105,YEL,17,-1.18,T,4,55,0,XLEVEL
4,67.2981,0,21Feb2013,59895,GEO105,YEL,18,1.67,T,4,55,0,DIP
4,66.32102,0,21Feb2013,59899,GEO105,RED,7,1.83,T,4,55,0,DIP
4,66.2767,0,21Feb2013,59900,GEO105,YEL,8,-1.18,T,4,55,0,XLEVEL
4,55.80568,0,21Feb2013,59908,GEO105,YEL,5,1.63,T,4,55,0,DIP
4,54.89754,0,21Feb2013,59915,GEO105,YEL,5,1.63,C,4,55,0,DIP
4,52.7,0,21Feb2013,59916,GEO105,RED,17,-1.29,T,4,55,0,XLEVEL
4,33.72879,0,21Feb2013,59917,GEO105,YEL,4,1.61,T,4,55,0,DIP
4,21.52936,0,21Feb2013,59979,GEO105,RED,10,1.78,T,4,55,0,DIP
4,21.52652,0,21Feb2013,59980,GEO105,YEL,1,-1.75,T,4,55,0,SURFACE
4,17.85265,0,21Feb2013,59982,GEO105,YEL,3,1.53,T,4,55,0,DIP
4,15.98598,0,21Feb2013,59983,GEO105,YEL,4,1.61,T,4,55,0,DIP
4,15.15852,0,21Feb2013,59984,GEO105,YEL,6,1.58,T,4,55,0,DIP
4,5.33598,0,22Feb2013,60055,GEO105,YEL,4,2.44,T,2,25,0,DIP
4,5.59375,0,22Feb2013,60057,GEO105,YEL,7,1.89,T,2,25,0,XLEVEL
4,144.42613,0,22Feb2013,60206,GEO105,YEL,4,-1.12,T,4,55,0,XLEVEL
4,157.7002,0,22Feb2013,60211,GEO105,YEL,5,1.2,T,4,55,0,XLEVEL
4,160.00662,0,22Feb2013,60225,GEO105,YEL,4,1.25,T,4,55,0,XLEVEL
4,172.97708,0,22Feb2013,60241,GEO105,YEL,4,1.55,T,4,55,0,DIP
4,174.45102,0,22Feb2013,60243,GEO105,YEL,3,1.81,T,3,40,0,DIP
4,187.60724,0,22Feb2013,60244,GEO105,YEL,11,1.7,C,4,55,0,DIP
4,204.93257,0,22Feb2013,60257,GEO105,YEL,4,1.54,T,4,55,0,DIP
4,204.93277,0,22Feb2013,60258,GEO105,YEL,5,1.19,T,4,55,0,XLEVEL
4,213.25928,2,22Feb2013,60264,GEO105,YEL,12,1.21,T,4,55,0,XLEVEL
1,139.5553,0,25Feb2013,2865,GEO504,YEL,8,-1.16,T,4,60,60,XLEVEL
1,139.55171,0,25Feb2013,2866,GEO504,YEL,8,-1.16,T,4,60,60,XLEVEL
1,138.41989,0,25Feb2013,2867,GEO504,YEL,4,1.14,T,4,60,60,XLEVEL
1,138.41269,0,25Feb2013,2868,GEO504,YEL,7,1.14,T,4,60,60,XLEVEL
1,138.40681,0,25Feb2013,2869,GEO504,YEL,19,1.23,T,4,60,60,XLEVEL
1,132.34393,0,25Feb2013,2894,GEO504,YEL,2,-1.12,T,4,60,60,XLEVEL
1,126.38618,0,25Feb2013,2895,GEO504,YEL,22,-1.17,T,4,60,60,XLEVEL
1,126.37462,0,25Feb2013,2896,GEO504,YEL,37,-1.23,T,4,60,60,XLEVEL
1,126.36913,0,25Feb2013,2898,GEO504,YEL,40,-1.25,T,4,60,60,XLEVEL
1,126.33012,0,25Feb2013,2899,GEO504,YEL,6,-1.14,T,4,60,60,XLEVEL
1,126.30833,0,25Feb2013,2901,GEO504,YEL,58,-1.25,T,4,60,60,XLEVEL
1,126.28902,0,25Feb2013,2903,GEO504,YEL,23,-1.25,T,4,60,60,XLEVEL
1,126.25568,0,25Feb2013,2904,GEO504,YEL,27,-1.14,T,4,60,60,XLEVEL
1,126.24091,0,25Feb2013,2905,GEO504,YEL,27,-1.19,T,4,60,60,XLEVEL
1,126.18977,0,25Feb2013,2906,GEO504,YEL,24,-1.2,T,4,60,60,XLEVEL
1,123.63636,0,25Feb2013,2907,GEO504,YEL,14,-1.2,T,4,60,60,XLEVEL
2,280.85321,0,26Feb2013,5379,GEO503,YEL,15,0.98,T,5,70,79,XLEVEL
2,280.67593,0,26Feb2013,5381,GEO503,YEL,38,0.99,T,5,70,79,XLEVEL
1,99.82102,0,26Feb2013,2944,GEO504,YEL,19,1.18,T,4,60,60,XLEVEL
1,99.81591,0,26Feb2013,2945,GEO504,YEL,2,1.12,T,4,60,60,XLEVEL
1,97.40606,0,26Feb2013,2946,GEO504,YEL,16,1.16,T,4,60,60,XLEVEL
1,97.39053,0,26Feb2013,2947,GEO504,YEL,4,1.16,T,4,60,60,XLEVEL
1,97.33845,0,26Feb2013,2948,GEO504,YEL,4,1.13,T,4,60,60,XLEVEL
1,97.33144,0,26Feb2013,2949,GEO504,YEL,9,1.2,T,4,60,60,XLEVEL
1,96.97045,0,26Feb2013,2950,GEO504,YEL,13,1.16,T,4,60,60,XLEVEL
1,95.87746,0,26Feb2013,2951,GEO504,YEL,4,1.15,T,4,60,60,XLEVEL
1,94.85606,0,26Feb2013,2952,GEO504,YEL,3,-1.13,T,4,60,60,XLEVEL
1,94.33901,0,26Feb2013,2953,GEO504,RED,13,1.28,T,4,60,60,XLEVEL
1,94.33579,0,26Feb2013,2954,GEO504,RED,25,1.29,T,4,60,60,XLEVEL
1,94.05379,0,26Feb2013,2955,GEO504,YEL,8,-1.23,T,4,60,60,XLEVEL
1,93.5875,0,27Feb2013,2956,GEO504,YEL,9,1.21,T,4,60,60,XLEVEL
1,86.97064,0,27Feb2013,2973,GEO504,YEL,7,0.9,T,5,70,70,XLEVEL
1,86.08125,0,27Feb2013,2974,GEO504,YEL,6,0.9,T,5,70,70,XLEVEL
1,66.36023,0,28Feb2013,2994,GEO504,YEL,4,0.92,T,5,70,70,XLEVEL
1,57.28959,0,28Feb2013,3060,GEO504,YEL,13,-0.91,T,5,70,70,XLEVEL
1,57.24166,0,28Feb2013,3061,GEO504,YEL,2,0.87,T,5,70,70,XLEVEL
1,57.1981,0,28Feb2013,3062,GEO504,RED,45,1.08,T,5,70,70,XLEVEL
1,57.18712,0,28Feb2013,3063,GEO504,RED,34,1.01,T,5,70,70,XLEVEL
1,55.68674,0,28Feb2013,3064,GEO504,YEL,5,-0.87,T,5,70,70,XLEVEL
1,55.42254,0,28Feb2013,3065,GEO504,YEL,4,0.87,T,5,70,70,XLEVEL
1,55.41894,0,28Feb2013,3066,GEO504,YEL,9,0.9,T,5,70,70,XLEVEL
1,55.41042,0,28Feb2013,3067,GEO504,RED,44,1.07,T,5,70,70,XLEVEL
1,55.40417,0,28Feb2013,3068,GEO504,RED,29,1.02,T,5,70,70,XLEVEL
